Component_ID,Component_Name,Product_Model_Name,Material_Spec,Feature_Spec,Product_Description,Cross_Reference_Compatibility,Category_Key,SubCategory_Key,Quality_Key,Unit_of_Measure,Price_Local,Currency,Price_USD,Manufacturer,Country_Source,URL_Image,Notes,Category_SubCategory_Key
COMP-BATHROOMFIXTURES-BATHROOMFURNITURE-BASIC-UY-ROZEN-VANIDADBANOSTANDARD55CM,Mueble Baño Básico 2,Vanidad Baño Standard 55cm,MDF,Certificaciones: ISO 9001; Ambiental: Emisiones de VOC bajas,Mueble de baño estándar de MDF con diseño funcional.,Compatible con lavabos estándar de 55 cm,BATHROOM_FIXTURES,BATHROOM_FURNITURE,BASIC,Pieza,"$14,500",UYU,,Rozen,188,https://rozen.com.uy/banos/vanidad-bano-standard-55cm,Diseño funcional,BATHROOM_FIXTURES|BATHROOM_FURNITURE
COMP-BATHROOMFIXTURES-BATHTUB-BASIC-AR-GENERICO-BANERABASICA145CM,Bañera Básica,Bañera Básica 145cm,Acrílico,Certificaciones: ISO 9001; Seguridad: Bordes redondeados,Bañera básica de 145 cm para baños de bajo presupuesto.,Compatible con tuberías estándar,BATHROOM_FIXTURES,BATHTUB,BASIC,Pieza,"$19,000",ARS,,Genérico,7,https://www.sodimac.com.ar/banera-basica-145cm,Económica y funcional,BATHROOM_FIXTURES|BATHTUB
COMP-BATHROOMFIXTURES-BATHTUB-BASIC-AR-LOCALMANUFACTURERS-BANERAACRILICA150CM,Bañera Básica,Bañera Acrílica 150cm,Acrílico,Certificaciones: ISO 9001; Seguridad: Bordes redondeados,Bañera acrílica de 150 cm para baños económicos fácil de limpiar.,Compatible con tuberías estándar,BATHROOM_FIXTURES,BATHTUB,BASIC,Pieza,"$20,000",ARS,,Local Manufacturers,7,https://www.sodimac.com.ar/banera-acrilica-150cm,Instalación sencilla,BATHROOM_FIXTURES|BATHTUB
COMP-BATHROOMFIXTURES-BATHTUB-BASIC-AR-SODIMAC-BANERAECONOMICA140CM,Bañera Básica,Bañera Económica 140cm,Acrílico,Certificaciones: ISO 9001; Seguridad: Bordes redondeados,Bañera económica de 140 cm para baños pequeños.,Compatible con tuberías estándar,BATHROOM_FIXTURES,BATHTUB,BASIC,Pieza,"$18,000",ARS,,Sodimac,7,https://www.sodimac.com.ar/banera-economica-140cm,Compacta y práctica,BATHROOM_FIXTURES|BATHTUB
COMP-BATHROOMFIXTURES-BATHTUB-BASIC-BR-DECA-BANERADECABASICA,Bañera Básica 2,Bañera Deca Básica,Acrílico,Certificaciones: ISO 9001; Bordes redondeados,Bañera de acrílico básica para baños económicos.,Compatible con tuberías estándar,BATHROOM_FIXTURES,BATHTUB,BASIC,Pieza,"$1,900",BRL,,Deca,24,https://www.telhanorte.com.br/banera-deca-basica,Diseño clásico,BATHROOM_FIXTURES|BATHTUB
COMP-BATHROOMFIXTURES-BATHTUB-BASIC-BR-DECA-DECABANHEIRAECONOMICA,Banheira,Deca - Banheira Econômica,Acrílico,Design simples,Banheira de acrílico com design simples para banheiros básicos,Compatível com instalações padrío,BATHROOM_FIXTURES,BATHTUB,BASIC,Pieza,$400,BRL,,Deca,24,,Banheira básica para banheiros econômicos,BATHROOM_FIXTURES|BATHTUB
COMP-BATHROOMFIXTURES-BATHTUB-BASIC-BR-INCEPA-BANERAINCEPABASICA,Bañera Básica 3,Bañera Incepa Básica,Acrílico,Certificaciones: ISO 9001; Bordes redondeados,Bañera de acrílico básica para baños económicos.,Compatible con tuberías estándar,BATHROOM_FIXTURES,BATHTUB,BASIC,Pieza,"$1,950",BRL,,Incepa,24,https://www.leroymerlin.com.br/banera-incepa-basica,Práctica y económica,BATHROOM_FIXTURES|BATHTUB
COMP-BATHROOMFIXTURES-BATHTUB-BASIC-BR-ROCA-BANERAROCABASICA,Bañera Básica 1,Bañera Roca Básica,Acrílico,Certificaciones: ISO 9001; Bordes redondeados,Bañera de acrílico básica para baños económicos.,Compatible con tuberías estándar,BATHROOM_FIXTURES,BATHTUB,BASIC,Pieza,"$2,000",BRL,,Roca,24,https://www.leroymerlin.com.br/banera-roca-basica,Instalación sencilla,BATHROOM_FIXTURES|BATHTUB
COMP-BATHROOMFIXTURES-BATHTUB-BASIC-CL-DECA-DECABENTOBANERA,Bañera Básica 2,Deca Bento Bañera,Acrílico,Certificaciones: ISO 9001; Fácil limpieza,Bañera estándar de acrílico para baños básicos.,Compatible con tuberías estándar,BATHROOM_FIXTURES,BATHTUB,BASIC,Pieza,"$95,000",CLP,,Deca,35,https://www.mercadolibre.cl/banera-deca-bento,Diseño clásico,BATHROOM_FIXTURES|BATHTUB
COMP-BATHROOMFIXTURES-BATHTUB-BASIC-CL-INCEPA-INCEPALUNABANERA,Bañera Básica 3,Incepa Luna Bañera,Acrílico,Certificaciones: ISO 9001; Bordes redondeados,Bañera básica de acrílico para baños de bajo presupuesto.,Compatible con tuberías estándar,BATHROOM_FIXTURES,BATHTUB,BASIC,Pieza,"$98,000",CLP,,Incepa,35,https://www.linio.cl/c/plomeria-bano/banera-incepa,Práctica y económica,BATHROOM_FIXTURES|BATHTUB
COMP-BATHROOMFIXTURES-BATHTUB-BASIC-CL-ROCA-ROCAMALAGABANERA,Bañera Básica 1,Roca Málaga Bañera,Acrílico,Certificaciones: ISO 9001; Bordes redondeados,Bañera de acrílico para baños económicos.,Compatible con tuberías estándar,BATHROOM_FIXTURES,BATHTUB,BASIC,Pieza,"$100,000",CLP,,Roca,35,https://www.sodimac.cl/sodimac-cl/product/456789123/Banera-Roca-Malaga,Instalación sencilla,BATHROOM_FIXTURES|BATHTUB
COMP-BATHROOMFIXTURES-BATHTUB-BASIC-PY-CENTRODEMATERIALES-CENTRODEMATERIALESBASICO140CM,Bañera Básica 3,Centro de Materiales Básico 140cm,Acrílico,Certificaciones: ISO 9001; Bordes redondeados,Bañera básica de acrílico para baños de bajo presupuesto,Compatible con tuberías estándar,BATHROOM_FIXTURES,BATHTUB,BASIC,Pieza,"$180,000",PYG,,Centro de Materiales,137,https://www.centrodemateriales.com.py/producto/banera_basica_140cm,Económica y práctica,BATHROOM_FIXTURES|BATHTUB
COMP-BATHROOMFIXTURES-BATHTUB-BASIC-PY-CHACORE-CHACORESTANDARD145CM,Bañera Básica 2,Chacore Standard 145cm,Acrílico,Certificaciones: ISO 9001; Fácil limpieza,Bañera estándar de acrílico para baños básicos,Compatible con tuberías estándar,BATHROOM_FIXTURES,BATHTUB,BASIC,Pieza,"$190,000",PYG,,Chacore,137,http://www.chacore.com.py/producto/banera_standard_145cm,Diseño clásico,BATHROOM_FIXTURES|BATHTUB
COMP-BATHROOMFIXTURES-BATHTUB-BASIC-PY-CONSTRUEX-CONSTRUEXECONOMICO150CM,Bañera Básica 1,Construex Económico 150cm,Acrílico,Certificaciones: ISO 9001; Bordes redondeados,Bañera de acrílico para baños económicos,Compatible con tuberías estándar,BATHROOM_FIXTURES,BATHTUB,BASIC,Pieza,"$200,000",PYG,,Construex,137,https://www.construex.com.py/exhibidores/materiales/producto/banera_economica_150cm,Instalación sencilla,BATHROOM_FIXTURES|BATHTUB
COMP-BATHROOMFIXTURES-BATHTUB-BASIC-UY-JUANCONSTRUYE-BANOACRILICO150CM,Bañera Básica 1,Baño Acrílico 150cm,Acrílico,Certificaciones: ISO 9001; Seguridad: Bordes redondeados,Bañera acrílica de 150 cm para baños económicos fácil de limpiar.,Compatible con tuberías estándar,BATHROOM_FIXTURES,BATHTUB,BASIC,Pieza,"$20,000",UYU,,Juan Construye,188,http://juanconstruye.com.uy/bano/bano-acrilico-150cm,Instalación sencilla,BATHROOM_FIXTURES|BATHTUB
COMP-BATHROOMFIXTURES-BATHTUB-BASIC-UY-LOCALSUPPLIER-BANOBASICO140CM,Bañera Básica 3,Baño Básico 140cm,Acrílico,Certificaciones: ISO 9001; Seguridad: Bordes redondeados,Bañera básica de acrílico para baños de bajo presupuesto.,Compatible con tuberías estándar,BATHROOM_FIXTURES,BATHTUB,BASIC,Pieza,"$19,000",UYU,,Local Supplier,188,http://localsupplier.uy/bano-basico-140cm,Económica y práctica,BATHROOM_FIXTURES|BATHTUB
COMP-BATHROOMFIXTURES-BATHTUB-BASIC-UY-ROZEN-TINAACRILICASTANDARD145CM,Bañera Básica 2,Tina Acrílica Standard 145cm,Acrílico,Certificaciones: ISO 9001; Seguridad: Bordes redondeados,Bañera acrílica estándar para baños básicos.,Compatible con tuberías estándar,BATHROOM_FIXTURES,BATHTUB,BASIC,Pieza,"$19,500",UYU,,Rozen,188,https://rozen.com.uy/banos/tina-acrilica-standard-145cm,Diseño funcional,BATHROOM_FIXTURES|BATHTUB
COMP-BATHROOMFIXTURES-BIDET-BASIC-AR-GENERICO-BIDETCERAMICOESTANDAR,Bidet Básico,Bidet Cerámico Estándar,Cerámica,Certificaciones: ISO 9001; Ambiental: Emisiones de VOC bajas,Bidet cerámico estándar para baños económicos con diseño compacto.,Compatible con grifos estándar,BATHROOM_FIXTURES,BIDET,BASIC,Pieza,"$10,000",ARS,,Genérico,7,https://www.sodimac.com.ar/bidet-ceramico-estandar,Diseño minimalista,BATHROOM_FIXTURES|BIDET
COMP-BATHROOMFIXTURES-BIDET-BASIC-AR-LOCALMANUFACTURERS-BIDETBASICO48CM,Bidet Básico,Bidet Básico 48cm,Cerámica,Certificaciones: ISO 9001; Ambiental: Emisiones de VOC bajas,Bidet básico de 48 cm para baños de bajo presupuesto.,Compatible con grifos estándar,BATHROOM_FIXTURES,BIDET,BASIC,Pieza,"$9,000",ARS,,Local Manufacturers,7,https://www.sodimac.com.ar/bidet-basico-48cm,Funcional y económico,BATHROOM_FIXTURES|BIDET
COMP-BATHROOMFIXTURES-BIDET-BASIC-AR-SODIMAC-BIDETECONOMICO50CM,Bidet Básico,Bidet Económico 50cm,Cerámica,Certificaciones: ISO 9001; Ambiental: Emisiones de VOC bajas,Bidet económico de 50 cm para baños pequeños.,Compatible con grifos estándar,BATHROOM_FIXTURES,BIDET,BASIC,Pieza,"$9,500",ARS,,Sodimac,7,https://www.sodimac.com.ar/bidet-economico-50cm,Compacto y económico,BATHROOM_FIXTURES|BIDET
COMP-BATHROOMFIXTURES-BIDET-BASIC-BR-DECA-BIDETDECABASICO,Bidet Básico 2,Bidet Deca Básico,Cerámica,Certificaciones: ISO 9001; Ergonomía,Bidet cerámico básico para baños económicos.,Compatible con grifos estándar,BATHROOM_FIXTURES,BIDET,BASIC,Pieza,"$1,100",BRL,,Deca,24,https://www.telhanorte.com.br/bidet-deca-basico,Estilo clásico,BATHROOM_FIXTURES|BIDET
COMP-BATHROOMFIXTURES-BIDET-BASIC-BR-DECA-DECABIDEECONOMICO,Bidê,Deca - Bidê Econômico,Cerâmica,Design simples,Bidê cerâmico com design simples para banheiros básicos,Compatível com instalações padrío,BATHROOM_FIXTURES,BIDET,BASIC,Pieza,$100,BRL,,Deca,24,,Bidê básico para banheiros econômicos,BATHROOM_FIXTURES|BIDET
COMP-BATHROOMFIXTURES-BIDET-BASIC-BR-INCEPA-BIDETINCEPABASICO,Bidet Básico 3,Bidet Incepa Básico,Cerámica,Certificaciones: ISO 9001; Ergonomía,Bidet cerámico básico para baños económicos.,Compatible con grifos estándar,BATHROOM_FIXTURES,BIDET,BASIC,Pieza,"$1,150",BRL,,Incepa,24,https://www.leroymerlin.com.br/bidet-incepa-basico,Práctico y económico,BATHROOM_FIXTURES|BIDET
COMP-BATHROOMFIXTURES-BIDET-BASIC-BR-ROCA-BIDETROCABASICO,Bidet Básico 1,Bidet Roca Básico,Cerámica,Certificaciones: ISO 9001; Ergonomía,Bidet cerámico básico para baños económicos.,Compatible con grifos estándar,BATHROOM_FIXTURES,BIDET,BASIC,Pieza,"$1,200",BRL,,Roca,24,https://www.leroymerlin.com.br/bidet-roca-basico,Diseño minimalista,BATHROOM_FIXTURES|BIDET
COMP-BATHROOMFIXTURES-BIDET-BASIC-CL-DECA-DECAVOGUEBIDET,Bidet Básico 2,Deca Vogue Bidet,Cerámica,Certificaciones: ISO 9001; Fácil limpieza,Bidet cerámico con diseño moderno para baños básicos.,Compatible con grifos estándar,BATHROOM_FIXTURES,BIDET,BASIC,Pieza,"$42,000",CLP,,Deca,35,https://www.mercadolibre.cl/bidet-deca-vogue,Estilo contemporáneo,BATHROOM_FIXTURES|BIDET
COMP-BATHROOMFIXTURES-BIDET-BASIC-CL-INCEPA-INCEPAFITBIDET,Bidet Básico 3,Incepa Fit Bidet,Cerámica,Certificaciones: ISO 9001; Ergonomía,Bidet cerámico compacto para baños básicos.,Compatible con grifos estándar,BATHROOM_FIXTURES,BIDET,BASIC,Pieza,"$43,000",CLP,,Incepa,35,https://www.linio.cl/c/plomeria-bano/bidet-incepa,Espacios pequeños,BATHROOM_FIXTURES|BIDET
COMP-BATHROOMFIXTURES-BIDET-BASIC-CL-ROCA-ROCAMERIDIANBIDET,Bidet Básico 1,Roca Meridian Bidet,Cerámica,Certificaciones: ISO 9001; Ergonomía,Bidet cerámico con diseño funcional para baños básicos.,Compatible con grifos estándar,BATHROOM_FIXTURES,BIDET,BASIC,Pieza,"$45,000",CLP,,Roca,35,https://www.sodimac.cl/sodimac-cl/product/654321987/Bidet-Roca-Meridian,Diseño minimalista,BATHROOM_FIXTURES|BIDET
COMP-BATHROOMFIXTURES-BIDET-BASIC-PY-CENTRODEMATERIALES-CENTRODEMATERIALESBASICO45CM,Bidet Básico 3,Centro de Materiales Básico 45cm,Cerámica,Certificaciones: ISO 9001; Ergonomía,Bidet básico de cerámica para baños de bajo presupuesto,Compatible con grifos estándar,BATHROOM_FIXTURES,BIDET,BASIC,Pieza,"$100,000",PYG,,Centro de Materiales,137,https://www.centrodemateriales.com.py/producto/bidet_basico_45cm,Económico y práctico,BATHROOM_FIXTURES|BIDET
COMP-BATHROOMFIXTURES-BIDET-BASIC-PY-CHACORE-CHACORESTANDARD48CM,Bidet Básico 2,Chacore Standard 48cm,Cerámica,Certificaciones: ISO 9001; Fácil limpieza,Bidet estándar de cerámica para baños básicos,Compatible con grifos estándar,BATHROOM_FIXTURES,BIDET,BASIC,Pieza,"$110,000",PYG,,Chacore,137,http://www.chacore.com.py/producto/bidet_standard_48cm,Estilo clásico,BATHROOM_FIXTURES|BIDET
COMP-BATHROOMFIXTURES-BIDET-BASIC-PY-CONSTRUEX-CONSTRUEXECONOMICO50CM,Bidet Básico 1,Construex Económico 50cm,Cerámica,Certificaciones: ISO 9001; Ergonomía,Bidet cerámico para baños económicos,Compatible con grifos estándar,BATHROOM_FIXTURES,BIDET,BASIC,Pieza,"$120,000",PYG,,Construex,137,https://www.construex.com.py/exhibidores/materiales/producto/bidet_economico_50cm,Diseño minimalista,BATHROOM_FIXTURES|BIDET
COMP-BATHROOMFIXTURES-BIDET-BASIC-UY-JUANCONSTRUYE-BIDETCERAMICOESTANDAR,Bidet Básico 1,Bidet Cerámico Estándar,Cerámica,Certificaciones: ISO 9001; Ambiental: Emisiones de VOC bajas,Bidet cerámico estándar para baños económicos con diseño compacto.,Compatible con grifos estándar,BATHROOM_FIXTURES,BIDET,BASIC,Pieza,"$10,000",UYU,,Juan Construye,188,http://juanconstruye.com.uy/bano/bidet-ceramico-estandar,Diseño minimalista,BATHROOM_FIXTURES|BIDET
COMP-BATHROOMFIXTURES-BIDET-BASIC-UY-LOCALSUPPLIER-BIDETBASICO48CM,Bidet Básico 3,Bidet Básico 48cm,Cerámica,Certificaciones: ISO 9001; Ambiental: Emisiones de VOC bajas,Bidet básico de cerámica para baños de bajo presupuesto.,Compatible con grifos estándar,BATHROOM_FIXTURES,BIDET,BASIC,Pieza,"$9,000",UYU,,Local Supplier,188,http://localsupplier.uy/bidet-basico-48cm,Funcional y económico,BATHROOM_FIXTURES|BIDET
COMP-BATHROOMFIXTURES-BIDET-BASIC-UY-ROZEN-BIDETSTANDARD50CM,Bidet Básico 2,Bidet Standard 50cm,Cerámica,Certificaciones: ISO 9001; Ambiental: Emisiones de VOC bajas,Bidet estándar de cerámica para baños básicos.,Compatible con grifos estándar,BATHROOM_FIXTURES,BIDET,BASIC,Pieza,"$9,500",UYU,,Rozen,188,https://rozen.com.uy/banos/bidet-standard-50cm,Compacto y económico,BATHROOM_FIXTURES|BIDET
COMP-BATHROOMFIXTURES-FAUCET-BASIC-AR-FV-FVARIZONABASICMONO,Faucet Basin Single Lever,FV Arizona Basic Mono,Chrome Plated Brass,Ceramic Cartridge Basic Handle,Basic single lever basin faucet,Std 1-hole install,BATHROOM_FIXTURES,FAUCET,BASIC,unit,"$15,000",ARS,,FV,7,,,BATHROOM_FIXTURES|FAUCET
COMP-BATHROOMFIXTURES-FAUCET-BASIC-BR-DECA-DECAGRIFERIAECONOMICA,Griferia,Deca - Griferia Econômica,Cromo,Griferia simples,Griferia de cromo simples para banheiros básicos,Compatível com lavabos e chuveiros padrío,BATHROOM_FIXTURES,FAUCET,BASIC,Pieza,$100,BRL,,Deca,24,,Griferia básica para banheiros econômicos,BATHROOM_FIXTURES|FAUCET
COMP-BATHROOMFIXTURES-FAUCET-BASIC-CL-DECA-DECABENTOGRIFERIA,Grifería Básica 2,Deca Bento Grifería,Cromo,Certificaciones: ISO 9001; Ahorro de agua,Grifería monomando para lavabo con diseño moderno.,Compatible con lavabos estándar,BATHROOM_FIXTURES,FAUCET,BASIC,Pieza,"$28,000",CLP,,Deca,35,https://www.mercadolibre.cl/griferia-deca-bento,Diseño elegante,BATHROOM_FIXTURES|FAUCET
COMP-BATHROOMFIXTURES-FAUCET-BASIC-CL-INCEPA-INCEPAESSENZAGRIFERIA,Grifería Básica 3,Incepa Essenza Grifería,Cromo,Certificaciones: ISO 9001; Ahorro de agua,Grifería monomando para lavabo con diseño funcional.,Compatible con lavabos estándar,BATHROOM_FIXTURES,FAUCET,BASIC,Pieza,"$29,000",CLP,,Incepa,35,https://www.linio.cl/c/plomeria-bano/griferia-incepa,Fácil instalación,BATHROOM_FIXTURES|FAUCET
COMP-BATHROOMFIXTURES-FAUCET-BASIC-CL-ROCA-ROCAL90GRIFERIA,Grifería Básica 1,Roca L90 Grifería,Cromo,Certificaciones: ISO 9001; Ahorro de agua,Grifería monomando para lavabo con diseño funcional.,Compatible con lavabos estándar,BATHROOM_FIXTURES,FAUCET,BASIC,Pieza,"$30,000",CLP,,Roca,35,https://www.sodimac.cl/sodimac-cl/product/123789456/Griferia-Roca-L90,Ahorro de agua,BATHROOM_FIXTURES|FAUCET
COMP-BATHROOMFIXTURES-FAUCET-BASIC-PY-DECA-DECA1178C35,Torneira Deca Bica Baixa,Deca 1178 C35,Plastic and electronics,Certifications: ISO 9001; Wi-Fi enabled; Energy-saving,Torneira Deca Bica Baixa,Compatible with Haüsa control interfaces,BATHROOM_FIXTURES,FAUCET,BASIC,Pieza,"$200,179",PYG,,Deca,137,0.000124888459,Auto-generated entry,BATHROOM_FIXTURES|FAUCET
COMP-BATHROOMFIXTURES-FAUCET-BASIC-PY-FV-FV1100126,FV Arizona Basic Mono,FV 110.01/26,Plastic and electronics,Certifications: ISO 9001; Wi-Fi enabled; Energy-saving,FV Arizona Basic Mono,Compatible with Haüsa control interfaces,BATHROOM_FIXTURES,FAUCET,BASIC,Pieza,"$184,164",PYG,,FV,137,0.000124888459,Auto-generated entry,BATHROOM_FIXTURES|FAUCET
COMP-BATHROOMFIXTURES-FAUCET-BASIC-UY-DECA-DECA1178C35,Torneira Deca Bica Baixa,Deca 1178 C35,Plastic and electronics,Certifications: ISO 9001; Wi-Fi enabled; Energy-saving,Torneira Deca Bica Baixa,Compatible with Haüsa control interfaces,BATHROOM_FIXTURES,FAUCET,BASIC,Pieza,"$1,049",UYU,,Deca,188,0.023835,Auto-generated entry,BATHROOM_FIXTURES|FAUCET
COMP-BATHROOMFIXTURES-FAUCET-BASIC-UY-FV-FV1100126,FV Arizona Basic Mono,FV 110.01/26,Plastic and electronics,Certifications: ISO 9001; Wi-Fi enabled; Energy-saving,FV Arizona Basic Mono,Compatible with Haüsa control interfaces,BATHROOM_FIXTURES,FAUCET,BASIC,Pieza,$965,UYU,,FV,188,0.023835,Auto-generated entry,BATHROOM_FIXTURES|FAUCET
COMP-BATHROOMFIXTURES-LIGHTING-BASIC-AR-DECA-DECALGTDC01,Deca Bento Iluminación LED,Deca LGT-DC01,Plastic and electronics,Certifications: ISO 9001; Wi-Fi enabled; Energy-saving,Deca Bento Iluminación LED,Compatible with Haüsa control interfaces,BATHROOM_FIXTURES,LIGHTING,BASIC,Pieza,"$29,315",ARS,,Deca,7,0.0008527936,Auto-generated entry,BATHROOM_FIXTURES|LIGHTING
COMP-BATHROOMFIXTURES-LIGHTING-BASIC-AR-INCEPA-INCEPALGTIC01,Incepa Essenza Luz Espejo,Incepa LGT-IC01,Plastic and electronics,Certifications: ISO 9001; Wi-Fi enabled; Energy-saving,Incepa Essenza Luz Espejo,Compatible with Haüsa control interfaces,BATHROOM_FIXTURES,LIGHTING,BASIC,Pieza,"$31,661",ARS,,Incepa,7,0.0008527936,Auto-generated entry,BATHROOM_FIXTURES|LIGHTING
COMP-BATHROOMFIXTURES-LIGHTING-BASIC-BR-PHILIPS-PHILIPSILUMINACAOECONOMICA,Iluminaçío Específica,Philips - Iluminaçío Econômica,LED,Iluminaçío simples,Luzes LED simples para banheiros básicos,Compatível com instalações padrío,BATHROOM_FIXTURES,LIGHTING,BASIC,Pieza,$50,BRL,,Philips,24,,Iluminaçío básica para banheiros econômicos,BATHROOM_FIXTURES|LIGHTING
COMP-BATHROOMFIXTURES-LIGHTING-BASIC-CL-DECA-DECABENTOILUMINACION,Iluminación Específica Básica 2,Deca Bento Iluminación,LED,Certificaciones: ISO 9001; Bajo consumo,Luz LED para espejo de baño con diseño moderno.,Compatible con espejos estándar,BATHROOM_FIXTURES,LIGHTING,BASIC,Pieza,"$23,000",CLP,,Deca,35,https://www.mercadolibre.cl/iluminacion-deca-bento,Estilo contemporáneo,BATHROOM_FIXTURES|LIGHTING
COMP-BATHROOMFIXTURES-LIGHTING-BASIC-CL-INCEPA-INCEPAESSENZAILUMINACION,Iluminación Específica Básica 3,Incepa Essenza Iluminación,LED,Certificaciones: ISO 9001; Bajo consumo,Luz LED para espejo de baño con diseño funcional.,Compatible con espejos estándar,BATHROOM_FIXTURES,LIGHTING,BASIC,Pieza,"$24,000",CLP,,Incepa,35,https://www.linio.cl/c/plomeria-bano/iluminacion-incepa,Fácil instalación,BATHROOM_FIXTURES|LIGHTING
COMP-BATHROOMFIXTURES-LIGHTING-BASIC-CL-ROCA-ROCATHEGAPILUMINACION,Iluminación Específica Básica 1,Roca The Gap Iluminación,LED,Certificaciones: ISO 9001; Bajo consumo,Luz LED para espejo de baño con diseño funcional.,Compatible con espejos estándar,BATHROOM_FIXTURES,LIGHTING,BASIC,Pieza,"$25,000",CLP,,Roca,35,https://www.sodimac.cl/sodimac-cl/product/456789123/Iluminacion-Roca-The-Gap,Ahorro energético,BATHROOM_FIXTURES|LIGHTING
COMP-BATHROOMFIXTURES-LIGHTING-BASIC-PY-DECA-DECALGTDC01,Deca Bento Iluminación LED,Deca LGT-DC01,Plastic and electronics,Certifications: ISO 9001; Wi-Fi enabled; Energy-saving,Deca Bento Iluminación LED,Compatible with Haüsa control interfaces,BATHROOM_FIXTURES,LIGHTING,BASIC,Pieza,"$200,179",PYG,,Deca,137,0.000124888459,Auto-generated entry,BATHROOM_FIXTURES|LIGHTING
COMP-BATHROOMFIXTURES-LIGHTING-BASIC-PY-INCEPA-INCEPALGTIC01,Incepa Essenza Luz Espejo,Incepa LGT-IC01,Plastic and electronics,Certifications: ISO 9001; Wi-Fi enabled; Energy-saving,Incepa Essenza Luz Espejo,Compatible with Haüsa control interfaces,BATHROOM_FIXTURES,LIGHTING,BASIC,Pieza,"$216,193",PYG,,Incepa,137,0.000124888459,Auto-generated entry,BATHROOM_FIXTURES|LIGHTING
COMP-BATHROOMFIXTURES-LIGHTING-BASIC-UY-DECA-DECALGTDC01,Deca Bento Iluminación LED,Deca LGT-DC01,Plastic and electronics,Certifications: ISO 9001; Wi-Fi enabled; Energy-saving,Deca Bento Iluminación LED,Compatible with Haüsa control interfaces,BATHROOM_FIXTURES,LIGHTING,BASIC,Pieza,"$1,049",UYU,,Deca,188,0.023835,Auto-generated entry,BATHROOM_FIXTURES|LIGHTING
COMP-BATHROOMFIXTURES-LIGHTING-BASIC-UY-INCEPA-INCEPALGTIC01,Incepa Essenza Luz Espejo,Incepa LGT-IC01,Plastic and electronics,Certifications: ISO 9001; Wi-Fi enabled; Energy-saving,Incepa Essenza Luz Espejo,Compatible with Haüsa control interfaces,BATHROOM_FIXTURES,LIGHTING,BASIC,Pieza,"$1,133",UYU,,Incepa,188,0.023835,Auto-generated entry,BATHROOM_FIXTURES|LIGHTING
COMP-BATHROOMFIXTURES-MIRROR-BASIC-AR-DECA-DECABASICMR01,Deca Bento Espejo,Deca BASIC-MR01,Plastic and electronics,Certifications: ISO 9001; Wi-Fi enabled; Energy-saving,Deca Bento Espejo,Compatible with Haüsa control interfaces,BATHROOM_FIXTURES,MIRROR,BASIC,Pieza,"$29,315",ARS,,Deca,7,0.0008527936,Auto-generated entry,BATHROOM_FIXTURES|MIRROR
COMP-BATHROOMFIXTURES-MIRROR-BASIC-AR-INCEPA-INCEPABASICMR02,Incepa Essenza Espejo,Incepa BASIC-MR02,Plastic and electronics,Certifications: ISO 9001; Wi-Fi enabled; Energy-saving,Incepa Essenza Espejo,Compatible with Haüsa control interfaces,BATHROOM_FIXTURES,MIRROR,BASIC,Pieza,"$31,661",ARS,,Incepa,7,0.0008527936,Auto-generated entry,BATHROOM_FIXTURES|MIRROR
COMP-BATHROOMFIXTURES-MIRROR-BASIC-BR-DECA-DECABASICMR01,Deca Bento Espejo,Deca BASIC-MR01,Plastic and electronics,Certifications: ISO 9001; Wi-Fi enabled; Energy-saving,Deca Bento Espejo,Compatible with Haüsa control interfaces,BATHROOM_FIXTURES,MIRROR,BASIC,Pieza,$25,USD,,Deca,24,Check Code,Auto-generated entry,BATHROOM_FIXTURES|MIRROR
